Station,Date,Daily Rainfall Total (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),LAT,LONG
Jurong (West),2021-05-18,31.6,26,29.3,23.8,6.5,27.8,1.3455,103.6806
Jurong (West),2021-05-19,0.2,27.5,30.1,25.4,4.3,13.3,1.3455,103.6806
Jurong (West),2021-05-20,0,28.8,32.6,25.5,5.2,22.6,1.3455,103.6806
Jurong (West),2021-05-21,58,27,30.8,24,6.3,35.6,1.3455,103.6806
Jurong (West),2021-05-22,1.2,27,29.5,25,6.9,30.2,1.3455,103.6806
Jurong (West),2021-05-23,0,29.3,33.3,26.7,7.6,23.3,1.3455,103.6806
Jurong (West),2021-05-24,0,30.1,33.3,26.9,7.2,24.1,1.3455,103.6806
Jurong (West),2021-05-25,0,30,33.4,27.6,9.4,35.6,1.3455,103.6806
Jurong (West),2021-05-26,0,29.7,33.3,28,7.3,24.1,1.3455,103.6806
Jurong (West),2021-05-27,4,28.1,31.1,26.5,4.8,22,1.3455,103.6806
Jurong (West),2021-05-28,0,28.2,34.1,25.3,5.1,25.2,1.3455,103.6806
Jurong (West),2021-05-29,6,27.6,31,23.4,6.6,30.6,1.3455,103.6806
Jurong (West),2021-05-30,0,29.1,33.7,25.7,5.7,25.6,1.3455,103.6806
Jurong (West),2021-05-31,3.2,28.4,32,24.2,5.5,31.3,1.3455,103.6806
Jurong (West),2021-06-01,4.4,28.2,31.5,26.3,4.4,39.6,1.3455,103.6806
Jurong (West),2021-06-02,10.2,28.1,31.9,25.1,6.8,28.2,1.3455,103.6806
Jurong (West),2021-06-03,0,29.3,33.1,25.2,7.9,29.1,1.3455,103.6806
Jurong (West),2021-06-04,0,29.6,33.8,27.5,6.9,32,1.3455,103.6806
Jurong (West),2021-06-05,0,29.2,31.7,26.8,6.3,29.4,1.3455,103.6806
Jurong (West),2021-06-06,0,29.2,32.5,26,7.2,28.2,1.3455,103.6806
Jurong (West),2021-06-07,0.6,29.4,32.2,26,7.1,37.8,1.3455,103.6806
Jurong (West),2021-06-08,0.2,28.9,33,25.7,6.3,26.3,1.3455,103.6806
Jurong (West),2021-06-09,5,28.7,31.6,23.9,5.6,48.2,1.3455,103.6806
Jurong (West),2021-06-10,7,27.6,32.3,23.8,5.8,35.2,1.3455,103.6806
Jurong (West),2021-06-11,0,28.1,31.6,24.9,6.1,26.7,1.3455,103.6806
Jurong (West),2021-06-12,0,29.3,33.4,26.8,7.4,29.4,1.3455,103.6806
Jurong (West),2021-06-13,60,28,31.3,23.5,7.5,30.6,1.3455,103.6806
Jurong (West),2021-06-14,4,27.4,32.1,24.2,5.3,43.5,1.3455,103.6806
Jurong (West),2021-06-15,55.6,26.2,31.9,22.7,5.7,32,1.3455,103.6806
Jurong (West),2021-06-16,0,27.2,30.9,24.3,5.9,30.2,1.3455,103.6806
Jurong (West),2021-06-17,0,28.5,33.3,25.2,6.4,26.7,1.3455,103.6806
Jurong (West),2021-06-18,20.4,26.1,28.7,23.9,4.9,32.4,1.3455,103.6806
Jurong (West),2021-06-19,0.4,27.5,31.6,25.3,4.7,24.8,1.3455,103.6806
Jurong (West),2021-06-20,27.2,27.2,32,22.7,5.9,31.7,1.3455,103.6806
Jurong (West),2021-06-21,0,28.2,32.7,23.9,5.5,23.3,1.3455,103.6806
Jurong (West),2021-06-22,6.6,27.7,30.7,23.5,6.3,35.2,1.3455,103.6806
Jurong (West),2021-06-23,0.2,28,31.7,23.5,8.2,35.9,1.3455,103.6806
Jurong (West),2021-06-24,0.8,28.5,32.2,26.1,6.3,24.8,1.3455,103.6806
Jurong (West),2021-06-25,1.6,27.8,31.4,24.5,5.8,25.9,1.3455,103.6806
Jurong (West),2021-06-26,10.8,27.1,30.7,23.8,6.4,30.9,1.3455,103.6806
Jurong (West),2021-06-27,40,27.1,29.1,23.7,5.8,25.2,1.3455,103.6806
Jurong (West),2021-06-28,0,28.5,32.7,25.4,6.4,27,1.3455,103.6806
Jurong (West),2021-06-29,29.6,26.8,30.7,23.1,6.8,31.7,1.3455,103.6806
Jurong (West),2021-06-30,0,27.6,31.7,23.3,7.6,30.9,1.3455,103.6806
Jurong (West),2021-07-01,4.8,28.9,31.9,25,9.7,37,1.3455,103.6806
Jurong (West),2021-07-02,1,28,30.8,25.9,5.4,23.3,1.3455,103.6806
Jurong (West),2021-07-03,0,28.3,32,25.4,5,23,1.3455,103.6806
Jurong (West),2021-07-04,19.2,26.2,28.4,23.4,6.3,26.7,1.3455,103.6806
Jurong (West),2021-07-05,3.2,27.3,30,23.6,7.3,40,1.3455,103.6806
Jurong (West),2021-07-06,0.2,27.8,29.3,25.5,7.2,25.6,1.3455,103.6806
Jurong (West),2021-07-07,5.6,27.5,30.1,25.6,4.2,19.4,1.3455,103.6806
Jurong (West),2021-07-08,0,28.9,32.2,25.5,6.5,27.8,1.3455,103.6806
Jurong (West),2021-07-09,12,27.9,32,22.8,7.5,29.8,1.3455,103.6806
Jurong (West),2021-07-10,3.8,25.5,26.9,24.1,4.7,22.4,1.3455,103.6806
Jurong (West),2021-07-11,10.2,25.6,29.7,23.8,4.7,29.1,1.3455,103.6806
Jurong (West),2021-07-12,46.8,25.8,31.4,22.9,6.8,33.2,1.3455,103.6806
Jurong (West),2021-07-13,33.4,24.6,27.6,22.9,9.2,40.4,1.3455,103.6806
Jurong (West),2021-07-14,0.2,26.6,28.7,24,6.6,26.3,1.3455,103.6806
Jurong (West),2021-07-15,0,28.1,31.9,24.4,8,28.2,1.3455,103.6806
Jurong (West),2021-07-16,0,28.9,31.5,26.2,8,24.4,1.3455,103.6806
Jurong (West),2021-07-17,0,29.3,33,27.3,8.6,27.8,1.3455,103.6806
Jurong (West),2021-07-18,0,29.3,31.9,27.6,7.9,28.9,1.3455,103.6806
Jurong (West),2021-07-19,0,28.2,30.7,26.6,6.3,43.2,1.3455,103.6806
Jurong (West),2021-07-20,0,29.1,32,27,6.3,24.4,1.3455,103.6806
Jurong (West),2021-07-21,0,29.5,32.8,27.8,9.6,32.4,1.3455,103.6806
Jurong (West),2021-07-22,0,29.8,33.3,27.7,9.7,31.3,1.3455,103.6806
Jurong (West),2021-07-23,0.4,28.6,32.9,25,8.1,74.1,1.3455,103.6806
Jurong (West),2021-07-24,0,29.1,32.7,26,9.1,30.6,1.3455,103.6806
Jurong (West),2021-07-25,0,29.8,32.8,27.8,10.5,29.1,1.3455,103.6806
Jurong (West),2021-07-26,0,29.5,32.2,27.6,9.8,30.6,1.3455,103.6806
Jurong (West),2021-07-27,0,29.5,32.4,27.9,7.9,36.3,1.3455,103.6806
Jurong (West),2021-07-28,0,29.5,32.6,28,9,28.9,1.3455,103.6806
Jurong (West),2021-07-29,0,29.5,32.6,28.1,10.4,33.2,1.3455,103.6806
Jurong (West),2021-07-30,0,29.8,33.5,28.1,9.5,28.9,1.3455,103.6806
Jurong (West),2021-07-31,7.6,28,30.4,23.5,7.3,49.6,1.3455,103.6806
Jurong (West),2021-08-01,70.2,26.9,30.3,22.3,8.4,39.3,1.3455,103.6806
Jurong (West),2021-08-02,1.6,28.2,32.1,25.6,6.4,27.4,1.3455,103.6806
Jurong (West),2021-08-03,3.8,28.3,32,22.5,7.8,47.2,1.3455,103.6806
Jurong (West),2021-08-04,17.8,27,28.9,22.7,8.9,49.3,1.3455,103.6806
Jurong (West),2021-08-05,0,28.8,32.4,26.6,9.2,27,1.3455,103.6806
Jurong (West),2021-08-06,0,28.9,32.4,26.2,8.2,38.9,1.3455,103.6806
Jurong (West),2021-08-07,0,28.4,32.5,25.9,7.1,27,1.3455,103.6806
Jurong (West),2021-08-08,8.2,26.6,32.3,24.1,6.8,30.9,1.3455,103.6806
Jurong (West),2021-08-09,0,27.9,32.5,24.1,6.8,23.7,1.3455,103.6806
Jurong (West),2021-08-10,0,29,31.7,27.3,8.5,30.2,1.3455,103.6806
Jurong (West),2021-08-11,2.6,28.5,31.1,25.6,7.8,32,1.3455,103.6806
Jurong (West),2021-08-12,0,28.6,31.8,26.1,8.4,32.4,1.3455,103.6806
Jurong (West),2021-08-13,0,27.6,30.9,25.4,7.2,44.6,1.3455,103.6806
Jurong (West),2021-08-14,44,26.7,31.8,23.3,4.7,22.4,1.3455,103.6806
Jurong (West),2021-08-15,29.2,26.9,31.4,23.6,5.7,36.3,1.3455,103.6806
Jurong (West),2021-08-16,0.8,26.8,31.2,24,5.2,31.3,1.3455,103.6806
Jurong (West),2021-08-17,17.8,25.8,27.8,23.2,6.4,32,1.3455,103.6806
Jurong (West),2021-08-18,1,25.1,26.8,23.7,6.3,23,1.3455,103.6806
Jurong (West),2021-08-19,26.8,25.8,29.3,21.9,11.7,36.7,1.3455,103.6806
Jurong (West),2021-08-20,33.4,25.3,27.2,23.1,5.4,21.3,1.3455,103.6806
Jurong (West),2021-08-21,0,27.4,29.9,24.5,6.9,23.7,1.3455,103.6806
Jurong (West),2021-08-22,1.4,26.3,29.9,23.7,6.7,46.5,1.3455,103.6806
Jurong (West),2021-08-23,0,26.7,31.1,23.8,7.1,24.8,1.3455,103.6806
Jurong (West),2021-08-24,52.4,25.4,27.6,23.3,5.1,29.1,1.3455,103.6806
Jurong (West),2021-08-25,1.6,26.1,28,24.4,7.9,35.9,1.3455,103.6806
Jurong (West),2021-08-26,0,27.2,31.1,24.7,6.6,34.6,1.3455,103.6806
Jurong (West),2021-08-27,0,27.6,31.8,24.2,8.5,34.6,1.3455,103.6806
Jurong (West),2021-08-28,0,28.6,32.3,26.8,8.8,27.8,1.3455,103.6806
Jurong (West),2021-08-29,11.2,26.5,29.4,24.5,6.4,21.7,1.3455,103.6806
Jurong (West),2021-08-30,67.4,25.3,27.9,22.1,5.8,29.4,1.3455,103.6806
Jurong (West),2021-08-31,19,26.9,30.7,23.8,5.1,26.3,1.3455,103.6806
Jurong (West),2021-09-01,0.2,27.3,31.1,24.4,9.3,29.8,1.3455,103.6806
Jurong (West),2021-09-02,28.2,25.5,27.6,22.6,8,40.4,1.3455,103.6806
Jurong (West),2021-09-03,0,27.7,31.8,24.7,5.9,24.8,1.3455,103.6806
Jurong (West),2021-09-04,17.2,27.8,32.4,22.7,8.5,43.2,1.3455,103.6806
Jurong (West),2021-09-05,0,27.8,31.8,25.2,6.5,28.9,1.3455,103.6806
Jurong (West),2021-09-06,65.8,26.4,31.7,22.5,5.1,35.6,1.3455,103.6806
Jurong (West),2021-09-07,0,27.1,30.8,24.6,7,35.2,1.3455,103.6806
Jurong (West),2021-09-08,7.4,27.4,31.2,23,9.2,36.3,1.3455,103.6806
Jurong (West),2021-09-09,0,28.7,32.1,25.9,8.6,24.8,1.3455,103.6806
Jurong (West),2021-09-10,41.2,26.9,29.7,22.2,8.8,46.1,1.3455,103.6806
Jurong (West),2021-09-11,0,28.5,31.3,24.8,7.1,30.9,1.3455,103.6806
Jurong (West),2021-09-12,0,28.4,31.3,26.8,7.3,29.4,1.3455,103.6806
Jurong (West),2021-09-13,3,26.1,27.6,24.3,6.9,28.5,1.3455,103.6806
Jurong (West),2021-09-14,0.2,27.9,30.7,26.3,5.5,17.6,1.3455,103.6806
Jurong (West),2021-09-15,0,28.6,32.8,25.6,8.3,30.2,1.3455,103.6806
Jurong (West),2021-09-16,0.4,28.3,32.6,26.6,7.2,43.2,1.3455,103.6806
Jurong (West),2021-09-17,0,28.9,33.9,24.9,6.7,30.2,1.3455,103.6806
Jurong (West),2021-09-18,0,28.6,34,25.8,8,32.8,1.3455,103.6806
Jurong (West),2021-09-19,72,25.5,27.7,23,5.9,40.7,1.3455,103.6806
Jurong (West),2021-09-20,0,28,32.1,24,8.2,30.9,1.3455,103.6806
Jurong (West),2021-09-21,7.2,28.1,32.2,24,7.3,32,1.3455,103.6806
Jurong (West),2021-09-22,11.6,27.9,31.7,23.5,7.3,36.7,1.3455,103.6806
Jurong (West),2021-09-23,3.4,27.8,31.4,23.6,8.3,37,1.3455,103.6806
Jurong (West),2021-09-24,0,28.5,32.4,26.6,6.2,22.6,1.3455,103.6806
Jurong (West),2021-09-25,0,28.3,33.2,25.6,5.8,26.7,1.3455,103.6806
Jurong (West),2021-09-26,5.2,27.7,32.9,25.2,6.6,30.6,1.3455,103.6806
Jurong (West),2021-09-27,5.4,26.4,30.5,24.4,6.8,28.9,1.3455,103.6806
Jurong (West),2021-09-28,20,26.7,31.1,24.6,4.8,21.7,1.3455,103.6806
Jurong (West),2021-09-29,0,27.7,31,25.3,6.4,36.3,1.3455,103.6806
Jurong (West),2021-09-30,6.6,26.1,27.2,24.8,8.3,30.2,1.3455,103.6806
Jurong (West),2021-10-01,21.2,26.8,30.6,23.3,9.6,52.2,1.3455,103.6806
Jurong (West),2021-10-02,7,26.1,29.2,22.7,6.5,28.5,1.3455,103.6806
Jurong (West),2021-10-03,0,27.5,32.5,24.6,4.8,18.3,1.3455,103.6806
Jurong (West),2021-10-04,0,28.7,33.1,25.3,5,23,1.3455,103.6806
Jurong (West),2021-10-05,0.8,27,28.1,22.4,7.3,56.1,1.3455,103.6806
Jurong (West),2021-10-06,0,28.4,31.6,25.8,10.8,36.3,1.3455,103.6806
Jurong (West),2021-10-07,0,28.2,31.6,25.6,11.7,38.2,1.3455,103.6806
Jurong (West),2021-10-08,0,29.7,33.9,27,8.4,26.7,1.3455,103.6806
Jurong (West),2021-10-09,0,29.9,33.1,27.9,9.7,31.7,1.3455,103.6806
Jurong (West),2021-10-10,17.4,27.8,31.4,23.3,7.8,42.8,1.3455,103.6806
Jurong (West),2021-10-11,0,29.3,32.9,25.9,8.3,28.9,1.3455,103.6806
Jurong (West),2021-10-12,0,29.7,32.9,28.4,6.6,27,1.3455,103.6806
Jurong (West),2021-10-13,0,29.6,33.4,27.2,8.4,30.9,1.3455,103.6806
Jurong (West),2021-10-14,0,29.6,32.2,27.9,9.9,30.6,1.3455,103.6806
Jurong (West),2021-10-15,0,29.7,33.3,24,9.3,58,1.3455,103.6806
Jurong (West),2021-10-16,0,29.7,33.2,28,7,27.4,1.3455,103.6806
Jurong (West),2021-10-17,17.2,26.7,31.1,23.9,4.7,30.6,1.3455,103.6806
Jurong (West),2021-10-18,2.4,26.8,29.9,24.7,5.1,20.2,1.3455,103.6806
Jurong (West),2021-10-19,0,28,31.5,25.9,5.2,20.9,1.3455,103.6806
Jurong (West),2021-10-20,27.8,25.8,30.6,23.9,6,37.8,1.3455,103.6806
Jurong (West),2021-10-21,0,26.5,30.9,23.8,7.9,40.7,1.3455,103.6806
Jurong (West),2021-10-22,0.2,27.1,31.3,24.9,6.4,31.3,1.3455,103.6806
Jurong (West),2021-10-23,5.2,27,32,24.8,5.1,24.1,1.3455,103.6806
Jurong (West),2021-10-24,0,27.1,31.8,24.5,5.8,33.2,1.3455,103.6806
Jurong (West),2021-10-25,0,27.3,30.6,25,7.2,44.6,1.3455,103.6806
Jurong (West),2021-10-26,18.4,28.1,33.3,24.9,6.6,28.2,1.3455,103.6806
Jurong (West),2021-10-27,23.8,28,32.2,23.6,7.6,35.9,1.3455,103.6806
Jurong (West),2021-10-28,33.2,27.2,28.6,23.3,5.4,33.9,1.3455,103.6806
Jurong (West),2021-10-29,0,28.6,33.1,25.5,7.1,35,1.3455,103.6806
Jurong (West),2021-10-30,18.4,27.7,31.9,24.3,5.1,32,1.3455,103.6806
Jurong (West),2021-10-31,2.2,26.9,32.4,24.9,5.9,29.8,1.3455,103.6806
Jurong (West),2021-11-01,23,25.8,30.6,22.5,5.7,38.5,1.3455,103.6806
Jurong (West),2021-11-02,15.6,25.3,30.5,23.2,6.7,34.6,1.3455,103.6806
Jurong (West),2021-11-03,6.4,26.1,30.2,23.9,5.7,20.2,1.3455,103.6806
Jurong (West),2021-11-04,14.8,26.7,31.9,24.2,6.2,25.2,1.3455,103.6806
Jurong (West),2021-11-05,2,26.4,31.3,24.1,6.4,25.9,1.3455,103.6806
Jurong (West),2021-11-06,0.2,27.9,32,24.5,5,20.9,1.3455,103.6806
Jurong (West),2021-11-07,7.6,27.3,31,25.7,5,23.7,1.3455,103.6806
Jurong (West),2021-11-08,0,27.1,29.6,24.8,4.9,24.4,1.3455,103.6806
Jurong (West),2021-11-09,32.6,26.5,33.2,22.9,6.6,47.2,1.3455,103.6806
Jurong (West),2021-11-10,13,25.3,28.6,23,10.1,38.9,1.3455,103.6806
Jurong (West),2021-11-11,0.4,27,29.7,24,11,44.6,1.3455,103.6806
Jurong (West),2021-11-12,2.6,26.8,30.2,23.1,8.7,35,1.3455,103.6806
Jurong (West),2021-11-13,7.6,26.4,28.7,22.5,6.7,58.3,1.3455,103.6806
Jurong (West),2021-11-14,0,28.1,32.5,24.6,6.5,23.7,1.3455,103.6806
Jurong (West),2021-11-15,0,27.6,30.9,26.1,6.4,27,1.3455,103.6806
Jurong (West),2021-11-16,0.4,28.3,33.4,25.2,5,21.3,1.3455,103.6806
Jurong (West),2021-11-17,0,27.7,31.2,25.5,6,35.6,1.3455,103.6806
Jurong (West),2021-11-18,28.6,26.1,29.5,22.7,6,28.2,1.3455,103.6806
Jurong (West),2021-11-19,0,27.6,30.3,25,6.5,25.9,1.3455,103.6806
Jurong (West),2021-11-20,14.8,26.1,28.6,22.5,5.8,38.9,1.3455,103.6806
Jurong (West),2021-11-21,0,27.8,33.3,25.4,5.9,31.7,1.3455,103.6806
Jurong (West),2021-11-22,4.2,27.8,31.6,24.3,7,25.2,1.3455,103.6806
Jurong (West),2021-11-23,12.8,26.4,31.1,24.5,4.9,23,1.3455,103.6806
Jurong (West),2021-11-24,6.2,25.4,26.2,24.4,4.1,19.1,1.3455,103.6806
Jurong (West),2021-11-25,0.2,27.5,32.5,24.3,4.9,18.7,1.3455,103.6806
Jurong (West),2021-11-26,0,27,30.3,24.3,8.7,34.3,1.3455,103.6806
Jurong (West),2021-11-27,0.8,27.4,32.3,24.8,6.6,29.4,1.3455,103.6806
Jurong (West),2021-11-28,0,27.4,29.8,25.2,6.8,24.8,1.3455,103.6806
Jurong (West),2021-11-29,0,28.1,31.5,24.7,10.5,38.9,1.3455,103.6806
Jurong (West),2021-11-30,0,29.2,32.7,26,7.4,28.5,1.3455,103.6806
Jurong (West),2021-12-01,0,29.8,33.6,26.2,6.8,28.2,1.3455,103.6806
Jurong (West),2021-12-02,4.2,25.7,28.3,22.1,6.5,40,1.3455,103.6806
Jurong (West),2021-12-03,0,26.5,31.3,23.9,7.6,29.4,1.3455,103.6806
Jurong (West),2021-12-04,0,26.6,30.5,23.7,8,41.1,1.3455,103.6806
Jurong (West),2021-12-05,0,26.9,30.7,25,9.3,31.7,1.3455,103.6806
Jurong (West),2021-12-06,0,27.1,30.8,24.8,8.9,27.8,1.3455,103.6806
Jurong (West),2021-12-07,0,27.6,32.1,24.7,11,42,1.3455,103.6806
Jurong (West),2021-12-08,0,27.5,31.6,25,10.4,36.7,1.3455,103.6806
Jurong (West),2021-12-09,0,27.6,32.4,24.9,8.7,29.8,1.3455,103.6806
Jurong (West),2021-12-10,49.6,26.2,31.9,23.6,7.1,29.1,1.3455,103.6806
Jurong (West),2021-12-11,27.2,25.7,30.3,23.9,5.4,29.4,1.3455,103.6806
Jurong (West),2021-12-12,0,26.1,29.3,24.8,7.9,30.9,1.3455,103.6806
Jurong (West),2021-12-13,0,26.6,30.9,24.2,9.5,47.2,1.3455,103.6806
Jurong (West),2021-12-14,0,27.5,31.7,25,9.1,36.7,1.3455,103.6806
Jurong (West),2021-12-15,0,27.4,31.2,24.7,7.9,32.4,1.3455,103.6806
Jurong (West),2021-12-16,6.4,27.3,30.5,24.6,10.3,36.7,1.3455,103.6806
Jurong (West),2021-12-17,11.2,26.1,29.2,24,10.6,56.1,1.3455,103.6806
Jurong (West),2021-12-18,9,27.2,31.9,23.7,7.5,27,1.3455,103.6806
Jurong (West),2021-12-19,15.8,26.4,29.5,23.5,9.4,33.2,1.3455,103.6806
Jurong (West),2021-12-20,0,27,31.8,24.1,7.3,24.4,1.3455,103.6806
Jurong (West),2021-12-21,0,28.2,34.3,24.8,6.6,21.7,1.3455,103.6806
Jurong (West),2021-12-22,0.2,27.6,30.9,26,6.7,26.3,1.3455,103.6806
Jurong (West),2021-12-23,0.4,26.6,31,24.2,5,20.9,1.3455,103.6806
Jurong (West),2021-12-24,21.2,26.7,31.2,24,5.2,30.9,1.3455,103.6806
Jurong (West),2021-12-25,6.6,26.3,31.1,23.9,6.7,30.6,1.3455,103.6806
Jurong (West),2021-12-26,21.6,26.7,31.2,24.6,7.1,28.9,1.3455,103.6806
Jurong (West),2021-12-27,0,27.6,33.6,24.7,7.5,25.9,1.3455,103.6806
Jurong (West),2021-12-28,0,27.7,33.1,24.6,9.1,30.6,1.3455,103.6806
Jurong (West),2021-12-29,2.8,26.9,30.8,24.7,6.6,30.2,1.3455,103.6806
Jurong (West),2021-12-30,13,26.4,31.9,23.8,6.1,22.4,1.3455,103.6806
Jurong (West),2021-12-31,15.8,24.7,25.7,23.7,6.7,24.4,1.3455,103.6806
Jurong (West),2022-01-01,18.2,25,30.3,23.4,5.3,26.3,1.3455,103.6806
Jurong (West),2022-01-02,23,23.7,24.4,23.2,6.9,27,1.3455,103.6806
Jurong (West),2022-01-03,2.4,25.2,29.9,22.9,6.5,24.1,1.3455,103.6806
Jurong (West),2022-01-04,5.4,25.3,29.9,23.4,7.8,27,1.3455,103.6806
Jurong (West),2022-01-05,0.8,27.2,32,24.1,7.2,27.8,1.3455,103.6806
Jurong (West),2022-01-06,0,27.7,33.2,24.7,8,27.4,1.3455,103.6806
Jurong (West),2022-01-07,20.6,26.8,33.1,23.7,7,27.4,1.3455,103.6806
Jurong (West),2022-01-08,0,27,30.8,24.7,8.5,30.9,1.3455,103.6806
Jurong (West),2022-01-09,0,27.6,31.8,24.7,8.6,33.9,1.3455,103.6806
Jurong (West),2022-01-10,0,27.4,32.1,24.5,10.1,32.4,1.3455,103.6806
Jurong (West),2022-01-11,0,27.2,31.8,24.1,8.1,26.3,1.3455,103.6806
Jurong (West),2022-01-12,0,27.1,32,24.5,10.4,30.9,1.3455,103.6806
Jurong (West),2022-01-13,0,26.9,33,23.1,10.1,35,1.3455,103.6806
Jurong (West),2022-01-14,0,26.8,31.6,23.7,10.9,37.4,1.3455,103.6806
Jurong (West),2022-01-15,0,27.3,32.6,24.3,8.7,28.2,1.3455,103.6806
Jurong (West),2022-01-16,4.2,27.1,31.8,24.2,10.2,30.6,1.3455,103.6806
Jurong (West),2022-01-17,3.4,26.7,30.6,24.8,7.6,29.4,1.3455,103.6806
Jurong (West),2022-01-18,0,27.2,32.4,24.3,10.8,36.3,1.3455,103.6806
Jurong (West),2022-01-19,0,26.8,31.6,24,9.2,30.9,1.3455,103.6806
Jurong (West),2022-01-20,16.6,26.5,32.7,23.6,6.4,31.3,1.3455,103.6806
Jurong (West),2022-01-21,0,27.2,32.7,23.9,8,27.4,1.3455,103.6806
Jurong (West),2022-01-22,0,27.4,33,24.6,7.6,24.1,1.3455,103.6806
Jurong (West),2022-01-23,0,27.7,32.9,24.7,6.6,24.4,1.3455,103.6806
Jurong (West),2022-01-24,0,27.3,31.6,24.3,6.4,23.3,1.3455,103.6806
Jurong (West),2022-01-25,0,27.7,33.1,24.3,8.4,29.1,1.3455,103.6806
Jurong (West),2022-01-26,0,27.4,32.8,24.3,7.5,29.8,1.3455,103.6806
Jurong (West),2022-01-27,0,27.5,32.8,24.4,6.3,23.3,1.3455,103.6806
Jurong (West),2022-01-28,0.2,27.9,33.7,24.5,7.4,32,1.3455,103.6806
Jurong (West),2022-01-29,6.2,27.5,33.5,24.7,6.5,27.4,1.3455,103.6806
Jurong (West),2022-01-30,2.2,27,33.3,24.5,6.9,30.2,1.3455,103.6806
Jurong (West),2022-01-31,0,27.8,33.7,24.6,7.5,27,1.3455,103.6806
Jurong (West),2022-02-01,0,27.7,32.8,25.2,8.8,32.4,1.3455,103.6806
Jurong (West),2022-02-02,0.2,27.1,32.3,24.3,5.4,23,1.3455,103.6806
Jurong (West),2022-02-03,0.4,27.5,33.2,24.8,7.8,28.9,1.3455,103.6806
Jurong (West),2022-02-04,0,28.1,32.7,25.3,10.9,36.3,1.3455,103.6806
Jurong (West),2022-02-05,22.8,26.6,32,24.1,8,35.2,1.3455,103.6806
Jurong (West),2022-02-06,30.6,24.9,28.3,22.8,5.7,32.4,1.3455,103.6806
Jurong (West),2022-02-07,1.8,25.6,30.1,22.3,7.1,38.5,1.3455,103.6806
Jurong (West),2022-02-08,9.2,25.2,30.3,22.9,6.8,46.1,1.3455,103.6806
Jurong (West),2022-02-09,25.2,25.1,30.5,22.7,5.3,30.6,1.3455,103.6806
Jurong (West),2022-02-10,32.6,23.9,25.5,22.9,5.5,24.8,1.3455,103.6806
Jurong (West),2022-02-11,0,25.2,29.2,22.7,7.4,28.5,1.3455,103.6806
Jurong (West),2022-02-12,16.6,26.4,32.5,23.4,6.7,24.1,1.3455,103.6806
Jurong (West),2022-02-13,0.2,26.7,32.3,24.3,6.3,22,1.3455,103.6806
Jurong (West),2022-02-14,13.4,27.1,31.3,24.1,6.3,46.5,1.3455,103.6806
Jurong (West),2022-02-15,0.2,27.6,32.3,25.6,7.1,27.4,1.3455,103.6806
Jurong (West),2022-02-16,39.4,25.9,28.4,22.7,5.2,35.9,1.3455,103.6806
Jurong (West),2022-02-17,0.2,27.4,32.6,22.9,6.7,35.9,1.3455,103.6806
Jurong (West),2022-02-18,0,28.3,33,25.9,7.5,26.7,1.3455,103.6806
Jurong (West),2022-02-19,7.2,27,31.6,23.9,6.3,33.9,1.3455,103.6806
Jurong (West),2022-02-20,37,26.9,34.9,20.4,6.1,48.2,1.3455,103.6806
Jurong (West),2022-02-21,0,27.8,33.8,24.6,7.7,28.5,1.3455,103.6806
Jurong (West),2022-02-22,0,27.6,33.2,24.5,7.6,29.4,1.3455,103.6806
Jurong (West),2022-02-23,0,27.4,31.8,24.8,9.2,38.9,1.3455,103.6806
Jurong (West),2022-02-24,38,24.1,26.6,22.5,7.8,28.5,1.3455,103.6806
Jurong (West),2022-02-25,0,26.2,31.3,22.6,8.4,30.9,1.3455,103.6806
Jurong (West),2022-02-26,0,26.8,29.6,24.6,4.5,20.6,1.3455,103.6806
Jurong (West),2022-02-27,15.4,26,29.8,23.5,6.7,29.4,1.3455,103.6806
Jurong (West),2022-02-28,9.6,26.7,31.6,24.3,8.4,29.4,1.3455,103.6806
Jurong (West),2022-03-01,0.8,26.4,31.1,24.6,6.6,25.2,1.3455,103.6806
Jurong (West),2022-03-02,55.6,26.3,33.3,23.6,6.7,34.3,1.3455,103.6806
Jurong (West),2022-03-03,33.8,26.4,32.2,22.6,8,58.3,1.3455,103.6806
Jurong (West),2022-03-04,0,27.2,31.9,24.6,8.8,28.9,1.3455,103.6806
Jurong (West),2022-03-05,0,27.1,33,24.5,6.6,32,1.3455,103.6806
Jurong (West),2022-03-06,0,26.8,32.2,24.3,4.6,18,1.3455,103.6806
Jurong (West),2022-03-07,102.2,26.4,32.3,23.1,6.3,30.9,1.3455,103.6806
Jurong (West),2022-03-08,0,27.3,31.5,24.9,5.8,20.9,1.3455,103.6806
Jurong (West),2022-03-09,32.2,27.2,32.2,25.1,6.5,24.8,1.3455,103.6806
Jurong (West),2022-03-10,7.6,26.6,31.4,22.1,6.5,36.3,1.3455,103.6806
Jurong (West),2022-03-11,3.8,27,33.4,24.6,6.2,27.8,1.3455,103.6806
Jurong (West),2022-03-12,12,27.2,33.5,24.3,7.2,28.2,1.3455,103.6806
Jurong (West),2022-03-13,0,28.3,34.6,24.5,6.3,24.4,1.3455,103.6806
Jurong (West),2022-03-14,0.4,27.9,32.5,26.3,5.5,20.2,1.3455,103.6806
Jurong (West),2022-03-15,3,26.3,29.4,24.3,5.7,22,1.3455,103.6806
